"n.gram","n.size","G","cpr","dice","ll","f","freq_first_word","freq_last_word","rating"
"were·manufactured·",2,7.6264,0.59466,0.0015099,150.13,69,90681,717,"U"
"a·popular·",2,12.368,0.37043,0.0035348,941.82,682,557551,7680,"F"
"t·-·shirts·",3,11.348,0.98934,0.00061667,0,80,8734,228,"T"
"NUM·type·",2,7.4164,0.07492,0.00026408,13.737,64,1001604,5666,"F"
"of·language·",2,9.6349,0.052812,0.000521,5.0154,254,966326,8713,"U"
"the·Congress·",2,10.141,0.1289,0.00035881,56.801,207,1976066,2689,"U"
"of·the·political·",3,8.8255,0.052094,0.00014836,0,146,966326,9887,"F"
"NUM·such·that·",3,7.3362,1,0.0001055,0,71,1001604,110356,"U"
"a·newly·",2,7.3532,0.28762,0.0006043,120.67,169,557551,1771,"F"
"an·early·",2,12.968,0.51751,0.017625,1859.1,790,106400,15701,"F"
"a·political·",2,12.15,0.18988,0.0023791,321.1,446,557551,9887,"F"
"plans·were·",2,9.6197,0.521,0.0037532,357.63,174,2039,90681,"F"
"cells·are·",2,9.4193,0.32069,0.0025355,213.73,138,2514,106340,"F"
"other·places·",2,10.02,0.61043,0.0057335,328.45,138,46593,2243,"U"
"the·NUM·most·",3,3.1836,0.045725,0.00027507,0,201,1976066,21554,"U"
"the·religious·",2,10.411,0.11885,0.00035049,7.9959,338,1976066,4031,"F"
"the·Swedish·",2,7.3968,0.41426,0.00011435,86.666,128,1976066,348,"U"
"Central·Asia·",2,10.368,0.88597,0.085227,1466.1,102,3817,3223,"T"
"the·operation·",2,11.624,0.179,0.00050104,74.642,336,1976066,3826,"T"
"on·television·",2,9.8043,0.19603,0.0024773,252.47,256,200123,4935,"T"
"the·goddess·",2,9.9608,0.4404,0.00027318,270.15,235,1976066,638,"T"
"a·population·",2,13.624,0.28702,0.0049532,1312,149,557551,10970,"U"
"the·Supreme·Court·",3,3.0796,0.52589,0.00082236,0,294,1976066,3255,"T"
"are·displayed·",2,7.8186,0.55,0.001179,140.29,63,106340,533,"U"
"the·graduate·",2,5.9352,0.11058,0.000044522,3.3531,59,1976066,467,"T"
"a·commercial·",2,10.713,0.28403,0.0012339,271.63,393,557551,3272,"U"
"Air·France·",2,8.1189,0.59866,0.022184,456.13,142,4715,8087,"T"
"the·Global·",2,7.6183,0.25617,0.00010422,38.982,134,1976066,535,"F"
"by·the·American·",3,-4.4712,0.31922,0.00014867,0,133,197397,5923,"F"
"to·a·large·",3,-5.7759,0.078322,0.00045724,0,177,590991,12770,"F"
"in·southern·",2,11.009,0.25813,0.0016251,523.4,605,741837,3941,"U"
"is·a·NUM·",3,-6.3017,0.058298,0.0021056,0,782,270267,1001604,"U"
"be·based·on·",3,1.9751,0.18734,0.0012477,0,128,88310,200123,"T"
"the·California·",2,10.22,0.14154,0.00039689,13.076,324,1976066,4318,"F"
"carbon·dioxide·",2,10.423,0.98086,0.36739,3016.1,298,1531,554,"T"
"the·drive·",2,8.4908,0.14318,0.00014969,15.544,148,1976066,1304,"F"
"she·'·s·",3,-7.1063,0.062698,0.0008012,0,253,29893,83240,"F"
"south·korean·",2,13.592,0.99275,0.17995,2958.5,252,2621,3036,"T"
"an·urban·",2,8.6989,0.55463,0.0026548,250.89,144,106400,2083,"F"
"the·response·",2,7.6844,0.065293,0.00015158,11.516,150,1976066,3037,"T"
"paid·for·",2,10.529,0.44491,0.0015294,294.35,219,1253,222363,"T"
"a·NMONTH·NUM·",3,6.9733,0.013,0.00062354,0,192,557551,1001604,"F"
"NUM·he·also·",3,17.946,0.027174,0.00021458,0,235,1001604,72055,"F"
"agreed·on·",2,5.8673,0.15787,0.00065385,51.322,105,1758,200123,"U"
"of·the·atmosphere·",3,7.8223,0.136,0.000077458,0,76,966326,1143,"T"
"by·Peter·",2,10.718,0.32082,0.0020863,262.73,209,197397,2959,"U"
"is·a·genus·of·",4,5.9716,0.56634,0.00074621,0,335,270267,966326,"U"
"in·case·of·",3,11.625,0.080028,0.00035343,0,202,741837,966326,"T"
"students·who·",2,11.558,0.5547,0.0087497,424.44,230,6667,45906,"U"
"to·account·for·",3,4.8496,0.78849,0.00047936,0,130,590991,222363,"T"
"population·were·below·the·poverty·line·including·NUM·%·",9,9.122,0.98296,0.00053099,0,185,10970,23891,"F"
"to·resolve·",2,9.5365,0.82838,0.00072044,544.92,126,590991,316,"T"
"also·gave·",2,9.6407,0.49522,0.0033289,161.95,128,72055,4847,"F"
"this·book·",2,8.5116,0.40433,0.0038192,179.75,175,83950,7693,"T"
"the·default·",2,7.7731,0.34366,0.00017201,129.1,169,1976066,525,"F"
"civil·service·",2,8.5887,0.8625,0.023658,459.94,128,2768,8053,"T"
"his·political·",2,0,0,0,1.7372,274,0,9887,"F"
"in·the·Royal·",3,8.3775,0.17165,0.00017304,0,157,741837,3982,"F"
"the·gang·",2,6.3819,0.37678,0.000066787,22.272,66,1976066,372,"U"
"GEForce·NUM·",2,5.2966,0.81333,0.00014375,156.53,77,103,1001604,"F"
"of·the·Civil·War·",4,8.912,0.20244,0.000083908,0,62,966326,11489,"U"
"developed·for·",2,10.164,0.21074,0.0017515,148.5,138,4872,222363,"U"
"embedded·systems·",2,8.4607,0.70792,0.017343,275.46,61,496,6308,"T"
"listed·below·",2,9.4453,0.92377,0.038073,380.88,74,1862,2498,"T"
"the·customer·",2,8.2782,0.31088,0.00013255,66.068,127,1976066,562,"T"
"life·for·",2,7.6615,0.071955,0.0010804,2.3214,128,14585,222363,"F"
"also·known·as·",3,7.9502,0.76989,0.025508,0,1418,72055,205653,"T"
"were·destroyed·",2,10.932,0.55679,0.0056969,687.71,264,90681,1650,"T"
"South·Korean·",2,8.7524,0.87268,0.027154,669.38,145,9566,672,"T"
"the·operating·",2,10.622,0.092693,0.00031936,26.471,93,1976066,2906,"F"
"a·single·",2,17.096,0.72362,0.014963,9313.6,1596,557551,8643,"T"
"NUM·who·",2,13.499,0.049043,0.0015962,215.5,347,1001604,45906,"F"
"to·throw·",2,9.2844,0.72689,0.00049385,328.15,146,590991,276,"U"
"rock·and·roll·",3,-1.8469,0.9413,0.00040796,0,118,3342,471,"T"
"to·the·standard·",3,7.2083,0.14688,0.00009455,0,96,590991,3001,"T"
"of·the·body·",3,9.3526,0.1699,0.00037744,0,368,966326,6423,"U"
"was·imprisoned·",2,8.1295,0.53092,0.0011229,359.09,162,287981,554,"T"
"NUM·passengers·",2,11.076,0.48962,0.00092518,589.7,385,1001604,1442,"T"
"it·was·designed·",3,3.9285,0.52698,0.0010699,0,149,125578,4250,"T"
"around·the·country·",3,8.2909,0.87944,0.00017889,0,130,9905,9649,"T"
"of·the·popular·",3,7.7205,0.084713,0.00015762,0,155,966326,7680,"F"
"American·Film·Institute·",3,8.2133,1,0.017505,0,61,5923,2989,"T"
"is·also·called·",3,16.807,0.39616,0.0013708,0,161,270267,10019,"U"
"after·NUM·months·",3,-6.693,0.39926,0.0004423,0,156,51135,5355,"T"
"only·once·",2,10.412,0.37812,0.007319,219.48,126,25797,5355,"T"
"the·reverend·",2,5.9778,0.46592,0.000063757,52.588,64,1976066,182,"U"
"the·mines·",2,6.9728,0.21194,0.000084995,23.684,84,1976066,516,"U"
"Maxwell·'·s·",3,-0.76872,0.64746,0.00070875,0,113,427,83240,"T"
"within·a·few·",3,2.6405,0.82319,0.0010124,0,195,12257,8047,"F"
"at·various·",2,10.386,0.44558,0.0044202,315.78,215,125676,8255,"U"
"of·students·",2,10.813,0.10509,0.00073587,29.668,358,966326,6667,"F"
"which·was·later·",3,12.438,0.26315,0.001178,0,165,92728,21676,"F"
"be·called·",2,13.611,0.53811,0.010353,828.66,179,88310,10019,"T"
"films·were·",2,9.1308,0.36797,0.0027871,184.1,131,3322,90681,"F"
"started·his·career·",3,0,0,0,0,150,1243,9388,"T"
"throughout·his·life·",3,0,0,0,0,126,5979,14585,"T"
"to·Mexico·",2,7.3016,0.18003,0.0004514,35.078,134,590991,2721,"U"
"independently·of·",2,7.7529,0.29703,0.00028955,123.54,140,705,966326,"T"
"is·reported·",2,10.461,0.48699,0.0015416,265.99,130,270267,2172,"U"
"in·Melbourne·",2,7.5106,0.37495,0.00036899,142.37,137,741837,727,"T"
"carrying·out·",2,10.792,0.89985,0.015609,548.23,146,1069,16998,"T"
"at·Camp·",2,8.4567,0.51294,0.001521,232.17,96,125676,558,"T"
"would·never·",2,9.6541,0.56616,0.01298,561.09,249,31986,6382,"U"
"a·product·of·",3,10.884,0.19895,0.0002751,0,140,557551,966326,"U"
"de·La·",2,10.877,0.38419,0.020872,500.16,149,11251,2931,"F"
"at·St·",2,11.977,0.38286,0.0067918,729.96,448,125676,6247,"U"
"he·scored·his·first·",4,4.5746,0,0,0,134,142682,49683,"F"
"in·the·japanese·",3,4.9615,0.1328,0.00020917,0,190,741837,7109,"F"
"NUM·km·/·h·",4,3.3677,0.99389,0.0011817,0,234,1001604,979,"U"
"in·person·",2,6.6685,0.079682,0.00034049,2.9331,127,741837,4147,"T"
"accused·of·",2,12.269,0.72603,0.0011064,1131.1,247,804,966326,"T"
"a·late·",2,8.7096,0.11883,0.00098791,45.576,289,557551,7279,"F"
"were·eliminated·",2,9.2016,0.7395,0.003263,442.62,149,90681,646,"U"
"or·Latino·of·any·race·were·NUM·%·of·",9,11.815,0.99407,0.00062489,0,219,86142,966326,"F"
"total·NUM·",2,7.1561,0.033808,0.00021472,9.014,151,4362,1001604,"U"
"NUM·took·",2,8.3771,0.023835,0.00026874,91.761,142,1001604,10514,"U"
"became·increasingly·",2,10.563,0.87117,0.021565,966.05,252,21767,1604,"F"
"in·medieval·",2,8.0763,0.21309,0.00047899,130.04,145,741837,1388,"U"
"the·Apollo·",2,9.0155,0.32285,0.00021143,102.82,129,1976066,906,"U"
"a·mixed·",2,10.454,0.42689,0.00081605,282.09,228,557551,1238,"F"
"greater·than·NUM·",3,6.9013,0.42799,0.00046742,0,169,2777,1001604,"T"
"is·a·historic·",3,2.6501,0.2653,0.00051684,0,143,270267,2226,"T"
"the·french·revolution·",3,3.5459,0.89193,0.00039235,0,173,1976066,2284,"T"
"countries·including·",2,9.7228,0.55404,0.010261,287.66,138,6889,20010,"F"
"the·Ring·",2,7.8906,0.31592,0.00012851,79.626,127,1976066,463,"F"
"a·monument·",2,8.3899,0.35643,0.00050154,179.14,139,557551,728,"T"
"of·the·twentieth·century·",4,3.7379,0.60178,0.0002109,0,152,966326,15820,"T"
"in·the·area·",3,9.4896,0.32743,0.0013628,0,953,741837,13972,"T"
"NUM·m·NUM·ft·",4,0.55592,0.84452,0.000237,0,168,1001604,363,"U"
"the·distinction·",2,10.006,0.37252,0.00032472,232.11,66,1976066,1029,"U"
"population·growth·",2,9.2661,0.74492,0.025569,633.29,178,10970,2953,"T"
"to·solve·",2,9.8647,0.83209,0.0011057,857.77,231,590991,463,"T"
"with·little·",2,11.653,0.36596,0.0032221,470.73,328,193898,3489,"F"
"from·NUM·NMONTH·NUM·",4,21.362,0.096591,0.0007128,0,127,138331,1001604,"T"
"sold·over·NUM·copies·",4,-2.7844,0.36017,0.000038828,0,131,1408,1785,"T"
"by·the·US·",3,-4.3185,0.29422,0.00020503,0,149,197397,6670,"U"
"the·fundamental·",2,9.8294,0.36455,0.00033079,244.22,262,1976066,1019,"F"
"is·a·measure·of·",4,5.7234,0.3346,0.00013146,0,59,270267,966326,"U"
"co·-·wrote·",3,3.9293,0.9283,0.0004722,0,127,722,6597,"T"
"fight·against·",2,10.665,0.70506,0.012522,482.7,61,1108,20471,"T"
"countries·with·",2,9.3488,0.17642,0.0018129,98.409,182,6889,193898,"F"
"to·continue·",2,13.941,0.73249,0.0030837,2001.8,543,590991,1799,"T"
"for·Best·",2,10.718,0.60436,0.0022218,593.05,170,222363,884,"F"
"making·NUM·",2,7.1394,0.071256,0.00024016,24.133,133,6070,1001604,"F"
"a·somewhat·",2,8.8382,0.30296,0.00054749,128.1,153,557551,1362,"U"
"the·english·-·speaking·world·",5,-0.82557,0.95122,0.00014086,0,68,1976066,14595,"T"
"a·far·",2,7.1203,0.10105,0.00041291,6.071,127,557551,4312,"F"
"a·language·",2,9.3032,0.078983,0.00089358,16.183,253,557551,8713,"U"
"a·foreign·",2,9.7186,0.22642,0.00095803,125.59,257,557551,4018,"F"
"NUM·most·of·",3,11.788,0.027231,0.00013924,0,64,1001604,966326,"F"
"NUM·feet·",2,11.649,0.81795,0.001607,1453.1,402,1001604,1509,"T"
"the·asteroid·",2,7.3553,0.43262,0.00013256,105.8,131,1976066,384,"T"
"of·South·Africa·",3,13.003,0.24581,0.00056946,0,186,966326,3983,"U"
"College·in·NUM·",3,18.243,0.097123,0.00021447,0,125,5053,1001604,"F"
"the·National·League·",3,1.3661,0.2011,0.00024361,0,162,1976066,8459,"T"
"gave·up·",2,11.075,0.76316,0.019166,621.23,234,4847,17693,"U"
"to·reflect·",2,10.63,0.7837,0.00076763,501.86,140,590991,441,"T"
"of·the·match·",3,-1.2519,0.25623,0.0002555,0,153,966326,4826,"U"
"the·person·",2,11.013,0.18798,0.0005757,100.79,415,1976066,4147,"T"
"the·revolution·",2,10.635,0.22146,0.00047413,190.99,265,1976066,2284,"T"
"it·is·situated·",3,-6.6327,0.70939,0.001133,0,150,125578,1343,"U"
"other·sources·",2,10.92,0.5931,0.0083884,506.49,208,46593,2999,"T"
"the·most·powerful·",3,-5.8512,0.6548,0.00035701,0,194,1976066,2299,"U"
"isn·'·t·",3,-5.9771,1,0.0015306,0,216,114,8734,"T"
"for·the·next·NUM·years·",5,-2.7356,0.84435,0.00038182,0,247,222363,27542,"T"
"among·NUM·",2,7.1797,0.046101,0.00031811,73.304,162,10632,1001604,"F"
"the·key·",2,11.108,0.21814,0.00043666,121.99,453,1976066,2575,"T"
"the·IBM·",2,8.1891,0.28925,0.00015883,52.967,158,1976066,863,"U"
"the·Riemann·",2,6.4653,0.50391,0.000091079,78.843,90,1976066,246,"U"
"to·be·completed·",3,1.9139,0.54074,0.00055452,0,126,590991,2364,"T"
"Academy·awards·",2,9.9065,0.65847,0.049873,668.04,166,2847,3048,"T"
"circa·NUM·",2,7.3824,0.91139,0.00041523,518.29,209,243,1001604,"T"
"were·written·",2,10.932,0.53627,0.0063518,485.33,148,90681,6299,"U"
"to·NMONTH·NUM·",3,17.522,0.040379,0.0018306,0,167,590991,1001604,"U"
"soap·opera·",2,10.051,0.98215,0.14661,953.07,134,346,1482,"T"
"n·NUM·",2,10.187,0.24625,0.00069838,122.81,344,3578,1001604,"F"
"a·teacher·",2,9.9953,0.33698,0.00095914,360.55,183,557551,1285,"T"
"not·necessarily·",2,11.953,0.92665,0.01643,2388.2,343,63743,774,"T"
"to·simply·",2,7.7659,0.11457,0.00038407,22.698,127,590991,2644,"U"
"is·the·best·",3,-2.3278,0.15552,0.00015176,0,133,270267,7169,"U"
"NUM·year·",2,11.659,0.11194,0.0030042,196,544,1001604,24286,"U"
"at·the·end·of·NUM·",5,1.2255,0.20604,0.00043487,0,410,125676,1001604,"T"
"was·however·",2,7.7854,0.03995,0.0010607,17.662,166,287981,25006,"F"
"were·drawn·",2,8.7776,0.59627,0.0029975,301.76,138,90681,1397,"T"
"has·been·described·as·",4,2.7999,0.69369,0.0025711,0,217,65252,205653,"T"
"NUM·by·NUM·",3,10.046,0.011579,0.0005085,0,397,1001604,1001604,"T"
"its·final·",2,0,0,0,1.7372,161,0,8746,"F"
"the·egg·",2,8.2993,0.31197,0.00013458,78.105,133,1976066,510,"T"
"the·mass·",2,10.606,0.238,0.00021039,58.092,270,1976066,1256,"T"
"a·couple·of·",3,-5.064,0.64105,0.00060186,0,305,557551,966326,"T"
"the·NUM·teams·",3,-5.2525,0.10539,0.00014891,0,148,1976066,4049,"T"
"made·NUM·",2,11.02,0.10422,0.00089654,5.0861,284,11181,1001604,"F"
"the·CIA·",2,9.2301,0.63855,0.00029445,410.59,290,1976066,473,"T"
"in·his·book·",3,0,0,0,0,296,741837,7693,"T"
"a·wider·",2,9.6054,0.59384,0.00092429,482.16,260,557551,715,"F"
"in·more·than·NUM·",4,8.9197,0.074074,0.00041722,0,161,741837,1001604,"U"
"born·NUM·NMONTH·NUM·is·an·",6,13.852,0.58181,0.00055894,0,155,12049,106400,"F"
"the·Great·",2,14.582,0.56989,0.0020518,2587.2,1147,1976066,3688,"F"
"its·value·",2,0,0,0,1.7372,74,0,3796,"U"
"across·Europe·",2,7.7137,0.62407,0.025866,506.81,149,4764,6757,"T"
"added·NUM·",2,7.8726,0.16484,0.00023118,13.962,136,1928,1001604,"F"
"of·heat·",2,9.4911,0.16776,0.00038219,75.436,185,966326,1788,"U"
"the·application·",2,11.918,0.29489,0.00053075,258.12,292,1976066,2261,"T"
"%·had·a·female·householder·with·no·husband·present·",9,5.3954,1,0.00069467,0,281,23891,1174,"F"
"a·wall·",2,8.0972,0.1903,0.0004758,87.587,133,557551,1511,"U"
"Section·NUM·",2,7.595,0.71312,0.00027549,255.63,131,250,1001604,"T"
"the·serbian·",2,9.2772,0.38336,0.00020134,130.56,199,1976066,695,"F"
"the·upper·",2,13.356,0.63263,0.0011072,1410.4,691,1976066,1965,"F"
"as·a·substitute·",3,-1.9608,0.68558,0.0010684,0,190,205653,541,"T"
"have·long·",2,10.666,0.5549,0.0067237,288.09,177,36890,3564,"F"
"an·audience·",2,8.8798,0.52678,0.0030196,342.1,163,106400,1562,"T"
"to·the·creation·of·",4,9.0437,0.32155,0.00016404,0,129,590991,966326,"F"
"in·the·military·",3,6.5026,0.050005,0.000094631,0,158,741837,1164,"T"
"the·short·",2,12.341,0.15375,0.0007588,100.82,294,1976066,6009,"F"
"the·debate·",2,9.2988,0.21608,0.00022049,60.09,218,1976066,1324,"T"
"in·NUM·The·",3,17.549,0.075637,0.000053288,0,235,741837,1787,"F"
"of·the·base·",3,7.4811,0.11538,0.000011215,0,65,966326,202,"U"
"imprisoned·for·",2,7.2504,0.48896,0.00063701,119.3,74,554,222363,"U"
"not·yet·",2,14.471,0.74466,0.022236,2514.3,199,63743,2817,"T"
"as·high·as·NUM·",4,0.14403,0.52722,0.00023927,0,137,33825,1001604,"T"
"it·lies·",2,11.818,0.65532,0.0069832,1277.1,181,125578,1585,"U"
"is·especially·",2,10.051,0.18669,0.0014802,114.73,204,270267,5373,"F"
"of·having·",2,11.952,0.10422,0.00083963,28.786,349,966326,7909,"F"
"this·makes·",2,11.009,0.39346,0.0047096,411.81,199,83950,2681,"F"
"sit·on·",2,1.7161,0.18072,0.000029975,5.4774,67,121,200123,"T"
"NUM·along·with·",3,4.6973,0.12656,0.00071246,0,184,1001604,193898,"F"
"Community·College·",2,10.085,0.90988,0.042766,638.06,128,933,5053,"T"
"high·-·level·",3,-4.3312,0.77943,0.0009519,0,156,12718,7310,"T"
"relatively·low·",2,10.125,0.84205,0.044287,730.05,173,2530,5102,"T"
"NUM·%·and·NUM·%·",5,17.826,0.013119,0.00028581,0,132,1001604,23891,"U"
"a·continuous·",2,9.5499,0.47088,0.00089132,339.22,249,557551,1172,"F"
"in·NUM·and·became·",4,12.504,0.071327,0.000259,0,162,741837,21767,"F"
"insisted·on·",2,8.0242,0.73719,0.001515,380.83,174,531,200123,"T"
"the·Communists·",2,8.3437,0.54206,0.00017608,231.66,170,1976066,303,"U"
"NUM·degrees·",2,10.883,0.55202,0.00097502,641.75,468,1001604,1455,"T"
"all·households·were·made·up·of·individuals·and·NUM·",9,9.6897,0.98877,0.0008245,0,266,27764,1001604,"F"
"for·the·NUM·FIFA·World·Cup·",6,1.0845,0.62539,0.00027165,0,135,222363,7178,"T"
"often·with·",2,9.8489,0.074704,0.0015468,16.339,161,14267,193898,"F"
"a·hit·",2,10.803,0.27762,0.00063372,205.38,208,557551,1054,"T"
"was·named·",2,16.008,0.65618,0.015424,4942.7,152,287981,8178,"T"
"can·'·t·",3,-1.1649,0.90394,0.012279,0,276,119,8734,"U"
"better·than·",2,12.385,0.51354,0.016468,853.5,366,1384,28953,"T"
"has·several·",2,9.0692,0.13664,0.0061697,226.73,254,65252,17086,"U"
"the·Elder·",2,8.8886,0.62084,0.0002368,389.42,236,1976066,316,"T"
"in·St·",2,11.176,0.16056,0.0013902,221.36,309,741837,6247,"F"
"East·Asia·",2,10.271,0.756,0.06511,1276.4,210,5470,3223,"T"
"World·Trade·Center·",3,9.4252,0.99869,0.019234,0,65,15947,3275,"T"
"born·in·NUM·",3,8.8377,0.194,0.00083908,0,161,12049,1001604,"T"
"Navy·'·s·",3,-0.51768,0.54253,0.00094984,0,152,2752,81513,"U"
"the·net·",2,8.487,0.21169,0.00014873,60.764,272,1976066,411,"T"
"been·successful·",2,5.5621,0.27897,0.002892,93.492,73,46222,4262,"U"
"then·called·",2,9.7252,0.35283,0.0049542,101.57,129,23192,10315,"F"
"years·NUM·-·NUM·",4,19.444,0.19337,0.00038491,0,174,27542,1001604,"U"
"is·a·single·",3,0.077426,0.14527,0.00047342,0,133,270267,8643,"F"
"in·place·of·",3,-6.8969,0.10227,0.00045753,0,162,741837,966326,"U"
"the·gap·",2,8.781,0.37764,0.00017707,117.63,106,1976066,600,"T"
"at·the·south·",3,2.6057,0.22116,0.000068429,0,67,125676,2151,"F"
"located·NUM·km·",3,1.6989,0.29011,0.00022452,0,92,9134,4750,"F"
"the·American·",2,14.158,0.36014,0.0017871,1210.8,436,1976066,5923,"T"
"Rimsky·-·Korsakov·",3,4.2026,1,0.00060728,0,77,77,84,"U"
"in·New·Zealand·",3,13.398,0.29286,0.0013485,0,343,741837,2401,"T"
"of·goods·",2,9.2981,0.20529,0.00034722,87.177,169,966326,1371,"U"
"a·moment·",2,6.8726,0.26647,0.00036522,77.477,102,557551,1014,"T"
"in·an·interview·",3,15.065,0.77654,0.0021074,0,293,741837,1634,"T"
"were·engaged·",2,7.5234,0.5,0.0013765,122.59,63,90681,854,"U"
"of·sexual·",2,10.126,0.23272,0.00048337,123.58,226,966326,1876,"F"
"for·President·",2,7.9221,0.13158,0.0010923,34.5,125,222363,6515,"F"
"a·path·",2,8.1497,0.17865,0.00045088,88.238,126,557551,1352,"T"
"NUM·-·hour·",3,17.873,0.64531,0.00082614,0,162,1001604,1711,"T"
"the·code·",2,10.171,0.14581,0.0002759,11.731,273,1976066,2899,"T"
"NUM·This·",2,-2.2947,0.058615,0.0000059893,2.7177,199,1001604,178,"F"
"for·large·",2,8.2259,0.084453,0.0014035,16.63,165,222363,12770,"F"
"a·professor·of·",3,10.604,0.26319,0.00032454,0,165,557551,966326,"U"
"an·influential·",2,7.9416,0.68159,0.0032278,390.91,174,106400,1412,"F"
"carried·out·",2,13.704,0.96604,0.044423,1934.3,345,1236,16998,"T"
"young·people·",2,11.461,0.85916,0.021126,749.4,254,4749,19202,"T"
"the·head·",2,14.573,0.36384,0.0015879,1088.7,132,1976066,5208,"T"
"a·non·-·profit·",4,9.5652,0.62378,0.00057846,0,134,557551,865,"T"
"the·starting·",2,10.723,0.15377,0.00029514,24.824,181,1976066,2679,"F"
"the·gas·",2,10.273,0.16345,0.00033862,53.491,271,1976066,2541,"U"
"to·pull·",2,9.5143,0.76628,0.00053443,357.34,158,590991,295,"T"
"were·reported·",2,11.061,0.5843,0.0042433,415.23,197,90681,2172,"T"
"of·the·military·",3,7.8038,0.068314,0.00014741,0,218,966326,1164,"T"
"the·Wright·",2,6.1349,0.078111,0.000061717,2.8919,60,1976066,705,"F"
"in·the·last·NUM·",4,-3.0734,0.14462,0.00026172,0,130,741837,1001604,"U"
"on·the·eastern·",3,2.057,0.60289,0.00026293,0,191,200123,3077,"F"
"were·introduced·",2,13.012,0.66334,0.0097798,1156.5,283,90681,3186,"T"
"for·this·reason·",3,1.8681,0.9036,0.0033653,0,285,222363,2129,"T"
"started·playing·",2,8.3138,0.62616,0.015984,229.87,77,5127,3882,"U"
"NUM·of·several·",3,17.364,0.079668,0.00028715,0,190,1001604,17086,"F"
"be·treated·",2,9.2092,0.73764,0.0034072,407.72,153,88310,913,"T"
"the·most·important·",3,-1.6674,0.72924,0.0017483,0,690,1976066,8322,"T"
"based·upon·",2,13.113,0.88144,0.038564,1335.6,244,14524,5650,"U"
"the·dry·",2,8.2512,0.18695,0.00013858,18.535,138,1976066,1119,"F"
"the·Arts·",2,7.623,0.16391,0.00011533,15.324,129,1976066,661,"T"
"young·girl·",2,8.7877,0.68348,0.021843,280,69,4749,1752,"T"
"in·NUM·the·first·",4,7.8915,0.044973,0.00029078,0,404,741837,49683,"F"
"the·resulting·",2,13.502,0.32585,0.00066116,424.02,607,1976066,2289,"F"
"for·special·",2,8.2416,0.13453,0.0011032,40.115,126,222363,6063,"F"
"was·voted·",2,11.529,0.80919,0.0020244,873.74,159,287981,496,"U"
"of·trade·",2,9.7552,0.097291,0.00043297,21.546,210,966326,3728,"U"
"record·of·NUM·",3,-4.1926,0.27573,0.00058812,0,258,6148,1001604,"U"
"was·distributed·",2,5.8942,0.37738,0.00049094,57.695,71,287981,1258,"T"
"the·little·",2,8.9529,0.10865,0.0002051,5.3392,163,1976066,3489,"F"
"to·Constantinople·",2,6.891,0.33201,0.00042241,126.51,125,590991,847,"T"
"NUM·for·all·",3,5.8821,0.027769,0.00015578,0,71,1001604,27764,"U"
"of·mind·",2,8.4406,0.18681,0.00034503,62.115,148,966326,1714,"T"
"site·for·",2,9.4138,0.22957,0.0016785,127.71,125,5221,222363,"F"
"NUM·worldwide·",2,8.6326,0.09218,0.00022735,36.862,147,1001604,1238,"U"
"in·the·European·",3,7.2879,0.24325,0.00013898,0,70,741837,1930,"U"
"the·powerful·",2,8.4429,0.11721,0.00023959,16.238,238,1976066,2299,"T"
"the·Pacific·Ocean·",3,1.7368,0.69124,0.00031972,0,211,1976066,1176,"T"
"have·become·",2,13.302,0.7797,0.022828,1501.2,548,22647,3236,"U"
"in·the·Western·",3,6.7443,0.1934,0.00013565,0,148,741837,2342,"U"
"France·in·NUM·",3,18.024,0.12027,0.00031687,0,187,8087,1001604,"U"
"they·include·",2,9.3807,0.46211,0.0055813,203.71,167,50318,9525,"F"
"club·career·",2,10.866,0.56226,0.039509,1160.6,322,7874,9388,"U"
"a·network·",2,11.086,0.21621,0.0013216,261.6,162,557551,3906,"T"
"Victoria·'·s·",3,-0.83401,0.34892,0.00073664,0,124,1426,83240,"U"
"to·NUM·%·",3,19.248,0.27555,0.0017816,0,313,590991,23891,"F"
"he·later·",2,12.559,0.2211,0.010392,888.56,854,142682,21676,"F"
"of·NUM·days·",3,-6.973,0.10443,0.00022798,0,173,966326,5957,"U"
"the·design·",2,13.546,0.22134,0.00094356,241.89,270,1976066,5790,"U"
"at·the·age·of·NUM·",5,5.0275,0.92157,0.0020707,0,770,125676,1001604,"T"
"Foreign·Minister·",2,7.8984,0.76373,0.072842,1015.4,184,924,4128,"T"
"Middle·Eastern·",2,7.3902,0.89419,0.052751,609.99,128,2373,2480,"T"
"decorated·with·",2,11.098,0.80111,0.0021918,646.05,216,464,193898,"T"
"Premier·League·",2,12.992,0.91295,0.2013,6284.9,677,1516,8459,"T"
"earned·run·average·",3,3.8292,1,0.02652,0,66,1543,3091,"T"
"the·United·States·Department·of·",5,6.0603,0.67474,0.00022481,0,133,1976066,966326,"T"
"an·unusual·",2,8.9526,0.79374,0.0034277,488.25,184,106400,960,"F"
"the·extremely·",2,5.4976,0.063038,0.000072811,10.867,72,1976066,1658,"F"
"to·vote·",2,12.338,0.86601,0.0011328,864.81,196,590991,488,"T"
"in·service·",2,10.01,0.086559,0.00086679,24.662,266,741837,8053,"T"
"also·helped·",2,9.6478,0.57852,0.0033676,238.37,140,72055,2181,"F"
"R·&·B·",3,14.353,0.99296,0.072012,0,357,3441,5513,"T"
"remain·with·",2,3.9175,0.088836,0.00012313,3.0222,60,1015,193898,"T"
